,page,id,text,like,love,care,haha,wow,sad,angry
7048,MaYingjeou,3272488616146581,"近日，日本沖繩縣石垣市提案，要將「尖閣諸島」（釣魚臺列嶼的日本名稱）所屬之石垣市登野城行政區納入島名，改為「登野城尖閣」，再次掀起釣魚臺主權爭端。國內保釣團體群起赴臺北日臺交流協會嚴正抗議，蔡英文總統則呼籲各方秉持「擱置爭議、共同開發」的原則，以和平來解決爭議。

我於2012年任內發表「東海和平倡議」，提出「主權在我、擱置爭議、和平互惠、共同開發」原則，呼籲各方共享東海資源，並親赴離釣魚台列嶼最近的彭佳嶼，公布「東海和平倡議」路徑圖。蔡總統這次認同我的主張，值得肯定。但我也要提醒，「東海和平倡議」乃建構於「和陸、友日、親美」的大戰略之上，蔡政府否定「一中各表的九二共識」，4年來兩岸關係惡化，外交又一面倒向美國，淪為大國棋子，臺灣失去迴旋空間，難以發揮以小博大的槓桿作用，更無法創造讓日本得以妥協的必要條件。

2012年9月25日，蘇澳漁會292位漁民搭乘58艘漁船，在海巡署船艦護航下，前往釣魚台海域「爭生存，護漁權」抗爭，與日方海上保安廳船艦對峙喊話、水砲互擊數小時。我國隨後利用「和陸、友日、親美」大戰略所創造的臺日外交空間，與日方密集談判半年，在2013年4月10日簽訂《臺日漁業協議》，替臺灣漁民爭取到釣魚臺周邊7萬平方公里海域自由作業、不受日方干預的權利，達成「主權不讓步，漁權大進步」的成果，解決40年來的漁業爭議。

現在，蔡政府一再誇耀臺日友好，卻未見雙方關係實質提升，不僅釣魚臺主權遭挑釁，漁權也大幅倒退。今年3月底，兩艘我國漁船在花蓮及臺東外海之我國專屬經濟海域內作業，遭日本公務船驅趕。4月初，日方兩度警告我國漁船勿進入沖之鳥礁所謂的「經濟海域」；依1982年《聯合國海洋法公約》規定，這塊海域屬於公海，日本只能為面積僅9平方公尺的沖之鳥礁主張12海里領海，無權主張200海里專屬經濟區。但蔡政府除了提出口頭抗議，毫無護漁作為。

這次石垣市提案改名，我方也是由宜蘭縣政府率先抗議，並經議會通過將釣魚臺列嶼正名為「頭城釣魚臺」以反制日方。在維護主權上，只見中央政府簡短發言，未見具體行動，與我任內派海巡署船艦積極護漁的作法，完全不同。難道因為外長把日本當作「我最親愛的大哥哥」，所以就投鼠忌器嗎？

棋子無法改變棋局，槓桿才能扭轉情勢。呼籲蔡政府要嚴肅面對這起日方更名事件，訓令駐日代表深入瞭解其背景，查報何以石垣市在此時採取行動？日本政府有無介入？持何立場？駐日代表也應到國會說明，向全民報告。同時，蔡總統也應徹底檢討對外關係全盤戰略，讓兩岸關係與國際關係相互支援，為臺灣爭取談判籌碼，避免在國際政治操作中被邊緣化。否則，蔡政府挺香港震天價響，護主權卻只說不做，遲早被人民看破手腳。",21945,366,447,58,32,16,53
7049,MaYingjeou,3265364046859038,"監察院前院長王建煊曾說：「時間不一定會造出一個偉人，但一定會造出一個老人」。有感於許多膝下無子的長者無所依靠，王院長在任內時賣掉自己的老公寓，用以創辦的「無子西瓜基金會」，讓沒有小孩或小孩不在身邊的人，在晚年時能受到妥善照顧。

王院長過去職掌財政部時，曾於1992年獲選為亞洲最佳財政部長，從政以來即以鐵面無私、嫉惡如仇的清廉風格備受讚揚；他並長年投身慈善事業，包括「無子西瓜基金會」在內，先後於海內外共創辦5個公益基金會，幫助無數經濟弱勢學童受教，可說是有霹靂手段，更有菩薩心腸。

卸下公職的王院長「退而不休」，至今仍與夫人蘇法昭老師為慈善奔走。日前我拜訪院長及夫人，談起愛心做公益，兩人有聊不完的想法與話題，為公益奉獻不遺餘力的精神，令人敬佩不已！

王院長是臺北商業大學校的傑出校友，北商大在今晚的畢業典禮上，將頒贈王院長名譽商學博士學位，表彰其成就與對社會的貢獻，希望青年學子都能以他為楷模。

恭喜王院長榮獲名譽學位殊榮，實至名歸。你的善舉成就驚人之愛，臺灣有你真好！",36414,1487,179,12,13,10,12
7050,MaYingjeou,3251799088215534,"今天是「六四事件」31週年。每年今天，我都呼籲中國大陸，面對、平反這個歷史悲劇。31年來，大陸的經濟飛躍成長，人民生活普遍改善，已成為世界第二大經濟體，全球影響力日益提升，但對比大陸民主與人權現況，仍有甚大改善空間。

「六四事件」遲遲未能平反，異議人士因言論遭到拘禁，國際社會對大陸的人權印象，始終停留在「六四」年代。這種負面觀感變成甩不掉的包袱，不但沒有隨著時間的流逝而減輕，反而越來越沉重地壓在中共肩頭上，成為大陸振興中華、融入世界的障礙。

31年前「六四」所帶來的創傷，在世人心中留下對大陸強烈的「不信任感」。這也是為何「一國兩制」下的香港，與大陸之間矛盾不斷升高的原因。2003年所公佈的《香港基本法》第23條遲遲難以立法；2019年《逃犯條例》修訂遭港人強烈「反送中」而撤案；今年「人大」制訂「香港版國安法」掀起風暴，主要都是因為對北京當局的不信任。因此，我也要特別提醒，1997年香港政權移交前，中共對於「一國兩制」曾公開承諾「港人治港、高度自治、50年不變」；若違反承諾，大陸與香港的鴻溝將繼續加深，更不被港人、甚至臺灣人所信任。

我執政8年，兩岸關係達到隔海分治70年來最和平繁榮的階段。在雙方關係惡化的當下，我也要特別指出，大陸禁止陸客來臺自由行及暫停陸生來臺求學，不僅妨害兩岸人民交流，也讓享有共同血緣、歷史、文化的兩岸年輕人，失去彼此認識學習的機會，等於協助民進黨拉開兩岸的距離，實為不智之舉。我也要呼籲民進黨政府，公平對待陸配、陸生，讓兩岸交流繼續前進。

大陸領導人習近平先生曾在2017年「十九大」報告中，特別提到自由、民主、人權、法治等議題，明確指出要「加強人權法治保障」；2019年他也提到，澳門民眾珍視「民主、法治、人權、自由」等核心價值，這些看法令人印象深刻，可見大陸的政治體制改革並非不能期待。這些年來我不斷提醒大陸當局，自由、民主、人權、法治是臺灣的核心價值，如果在這些議題上，大陸做得更積極，雙方距離就可以拉近：反之，距離就會拉開。同樣的，大陸落實自由、民主、人權及法治，才可望化解陸港之間的矛盾。

沒有平反的「六四」，象徵自由、民主、人權、法治的欠缺，成為部分人士「反中」源源不斷的柴火。大陸目前已有更成熟的條件走向更多元、開放的民主社會，處理「六四事件」遺留的傷痛，可以作為政治改革的第一步。我持續期盼大陸當局能秉持「面對歷史，就事論事，是非分明；面對家屬，將心比心，療傷止痛」的心態，踏出勇敢的第一步。也唯有如此，才能走出「六四」陰霾，兩岸關係才能進一步提升。

在關注大陸民主人權的同時，我也要表達我對臺灣的憂心。臺灣走過「二二八事件」、「白色恐怖」、及威權統治的年代，在歷經大幅政治改革後，曾為政府過去的錯誤道歉、賠償、平反，建紀念碑、紀念館。臺灣曾被美國小布希總統譽為「亞洲與世界民主的燈塔」，但民進黨再度執政後，提出了許多錯誤的政策及措施，尤其是過去兩年中，蔡政府強化臺灣現有「國安五法」與制訂「反滲透法」的過程，讓我們看到的是自由、民主、人權及法治的倒退。例如，去年及今年，先後有臺大教授蘇宏達與美籍華人Jason Lee，因批評政府政策及大選結果而被警方傳訊數小時，這兩個「查水表」案件看似小事，卻是國家機器公然侵犯人民言論自由、執政威權化的警訊。以這種方式拉近兩岸的差異，絕對不是臺灣社會之福，也絕非兩岸民眾所樂見。希望民進黨政府在批評大陸的時候，也回頭看看自己有多少相似之處，不要辜負當年黨外「民主進步」的建黨初衷。",32560,946,242,114,52,42,72
7051,MaYingjeou,3237512049644238,"「南六企業」是臺灣不織布龍頭大廠，疫情期間，在董事長黃清山的帶領下，南六不僅維持國內口罩原料的穩定供應，同時也設置生產線投入口罩生產，協助政府防疫。

出生於台南六甲農村的黃董事長白手起家，曾是全臺最大的菜瓜布製造商，後來轉進不織布產業，目前市面上絕大部分的面膜、尿布及溼紙巾，都是由南六所代工。南六精益求精，提升生產技術，再開發出製作手術衣、隔離衣的不織布，在我任內於2015年獲經濟部「卓越中堅企業獎」，是不折不扣的隱形冠軍。

我曾造訪南六公司以及黃董事長的老宅，瞭解他的奮鬥歷程，對其經營理念及熱心公益，至為佩服。臺灣四面環海，缺乏天然資源，就是有像黃董事長這樣吃苦耐勞、謙虛打拚的企業家，才締造出臺灣的經濟奇蹟。

今天起政府開放口罩外銷，南六及國內其他廠商的產品，都可出口到有需要的國家。祝福這些口罩國家隊的成員們，產品在國際市場上點亮臺灣，開創佳績。

#防疫不分朝野政府民間共努力
#南六
#口罩
#馬英九
#mayingjeou",27710,438,88,13,13,3,8
7052,MaYingjeou,3232803606781749,"疫情的阻隔，加深了親人與朋友間的思念。

遠在國外的外甥一家人，因為疫情的關係暫時無法回臺灣。上週我PO了騎自行車去淡水的照片，跟我一樣喜歡騎車運動的他們，看到後自己P圖，在照片中與我團聚，一同暢遊家鄉美景。

我收到主旨為「與舅公一起騎車」的來信，看到這兩張合成照十分開心，特別跟大家分享。

你有想見的人嗎？有想去而目前去不了的地方嗎？也先用照片來實現吧！

#大九愛運動
#自行車
#來P圖
#馬英九
#mayingjeou",45929,1318,125,830,42,4,18
7053,ETtodayBEAUTY,4686853551432907,齁～超想要！！根本必需品（#瑪姬麻吉）,0,0,0,0,0,0,0
7054,ETtodayBEAUTY,4686448151473447,太ㄎㄧㄤ了啦老闆XD（#瑪姬麻吉）,2,0,0,0,0,0,0
7055,ETtodayBEAUTY,4686812258103703,叔薯是好事近了嗎！？（#瑪姬麻吉）,16,0,0,1,0,0,0
7056,ETtodayBEAUTY,4686964391421823,"咖冷靜欸！和氣生財～（#瑪姬麻吉）

影片授權：FB@記者爆料網

不滿汽車長按喇叭數秒鐘　騎士駕駛當街互毆路全都錄
https://www.ettoday.net/news/20220105/2161961.htm?from=fb_et_beauty",3,0,0,2,1,0,0
7057,ETtodayBEAUTY,4686658178119111,女神辛苦了！！媽媽真偉大（#瑪姬麻吉）,4,0,0,0,0,0,0
7058,ETtodayBEAUTY,4687093168075612,得獎名單公布！幸運兒是你嗎？（#瑪姬麻吉）,4,0,0,0,0,0,0
7059,ETtodayBEAUTY,4686411014810494,"「上供10個月年終」
妻看新聞才知領40個月
逼老公掏錢！

#會把年終交給老婆嗎？",22,0,0,16,0,0,0
7060,ETtodayBEAUTY,4687044691413793,公司出面道歉啦！（#瑪姬麻吉）,10,0,0,0,0,0,0
7061,ETtodayBEAUTY,4686741091444153,"爽嗑麥當勞2主餐！
內行曝「省錢2點法」百元有找
：又飽又划算",7,0,0,0,0,0,0
7062,ETtodayBEAUTY,4686940154757580,"啤酒肚出來見客了啦XDD（#瑪姬麻吉）

影片授權：網友 劉人豪",8,0,0,6,0,0,0
7063,ETtodayBEAUTY,4686885321429730,胸部的部分...確實不像XDD（#光頭J）,63,0,0,0,0,0,0
7064,ETtodayBEAUTY,4686914281426834,蛇姬的水蛇腰😍浴缸有點空，一起泡湯好ㄇ>///<（#光頭J）,51,0,0,0,0,0,0
7065,ETtodayBEAUTY,4686787211439541,ＯＭＧ鼻血噴爆！可以在衣服上走迷宮嗎>///<（#光頭J）,10,0,0,0,0,0,0
7066,ETtodayBEAUTY,4686751091443153,"糖果到底有幾顆？
小學數學考題難到爆
網崩潰喊：這題無解",4,0,0,0,0,0,0
7067,ETtodayBEAUTY,4686834041434858,"超有心～太感人了！都是別人的男友啊QQ（#瑪姬麻吉）

影片授權：TikTok／yang_rui__0324",38,4,0,0,0,0,0
7068,ETtodayBEAUTY,4686857261432536,"#插播
桃機群聚4確診12足跡曝！
曾搭客運　還去過市場、賣場",8,0,0,0,0,1,0
7069,ETtodayBEAUTY,4686567334794862,忙內登大人了！！好身材藏太久啦>///<（#瑪姬麻吉）,18,0,0,0,0,0,0
7070,ETtodayBEAUTY,4686794964772099,"#快訊
《雪降花》女星驟逝　享年30歲",32,0,0,0,2,1,0
7071,ETtodayBEAUTY,4686721634779432,網友直言，李靚蕾手中沒握有王力宏出軌的鐵證！（#瑪姬麻吉）,40,0,0,4,0,0,0
7072,ETtodayBEAUTY,4686496161468646,#有影片 惹錯人啦！舒服～～（#瑪姬麻吉）,9,0,0,0,0,0,0
7073,ETtodayBEAUTY,4686600654791530,"快掏身分證！
名字注音「對中這3組」
爽喝13元手搖杯",30,0,0,1,0,0,0
7074,ETtodayBEAUTY,4686577604793835,"吹～涼～涼～時速100km以上的風94不一樣（#瑪姬麻吉）

影片授權：FB／八卦村 - 行車紀錄器影片上傳中心",13,0,0,1,0,0,0
7075,ETtodayBEAUTY,4686630178121911,娶到這種老婆上輩子是拯救世界吧！！！（#光頭J）,318,1,0,0,2,0,0
